smiles,group
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,training
Cc1cc(C(=O)NNCc2ccccc2)no1,training
C=CC,training
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,training
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,training
O=C1c2ccccc2C(=O)c2ccccc21,training
CCCCCCC(C)O,training
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,training
CCCCc1ccccc1,test
O=C1NC(=O)C(=O)N1,training
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,training
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,training
CC(=O)OCC(C)C,training
CC(C)C(C)(C)C,training
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,training
N#Cc1ccccc1C#N,test
Cc1cccc([N+](=O)[O-])c1,training
FC(F)(F)C(Cl)Br,training
CNC(=O)ON=C(SC)C(=O)N(C)C,training
CCSCCSP(=S)(OC)OC,valid
CCC(C)C,training
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,test
